,month_num,day,balance
31384,3,24,1292
31385,3,24,120
31386,3,24,978
31387,3,24,377
31388,3,24,158
31389,3,24,111
31390,3,24,15
31391,3,24,2245
31392,3,24,-130
31393,3,24,3049
31394,3,24,11385
31395,3,25,46
31396,3,25,0
31397,3,25,689
31398,3,25,4126
31399,3,25,212
31400,3,25,1250
43349,3,25,774
43350,3,25,2678
43351,3,25,5993
43352,3,25,3371
43353,3,25,179
43354,3,25,5619
43355,3,25,1370
43356,3,25,10583
43357,3,25,307
31401,3,26,25
31402,3,26,2981
31403,3,26,6706
31404,3,26,0
31405,3,26,242
31406,3,26,623
31407,3,26,1277
31408,3,26,5
31409,3,26,325
31410,3,26,3301
31411,3,26,571
43358,3,26,8750
43359,3,26,780
43360,3,26,4176
43361,3,26,334
43362,3,26,2060
43363,3,26,393
43364,3,26,2994
43365,3,26,1419
43366,3,26,4007
43367,3,26,0
43368,3,26,957
43369,3,26,1295
31412,3,27,201
31413,3,27,390
31414,3,27,9601
31415,3,27,565
31416,3,27,1384
31417,3,27,2466
31418,3,27,658
31419,3,27,1988
31420,3,27,649
31421,3,27,70
31422,3,27,0
31423,3,27,122
31424,3,27,0
31425,3,27,213
31426,3,27,215
31427,3,27,3858
31428,3,27,647
31429,3,27,-522
31430,3,27,234
31431,3,27,9676
31432,3,27,134
31433,3,27,316
43370,3,29,916
43371,3,29,1145
43372,3,29,2981
43373,3,29,4319
43374,3,29,1204
43375,3,29,522
43376,3,29,832
31434,3,30,2143
31435,3,30,1613
31436,3,30,2756
31437,3,30,1327
31438,3,30,255
31439,3,30,2833
31440,3,30,620
31441,3,30,3663
31442,3,30,1004
31443,3,30,114
31444,3,30,2321
31445,3,30,6495
31446,3,30,831
31447,3,30,2308
31448,3,30,2855
31449,3,30,9324
31450,3,30,753
43377,3,30,2152
43378,3,30,3126
43379,3,30,3287
43380,3,30,488
43381,3,30,1947
43382,3,30,9629
43383,3,30,7608
31451,3,31,6468
31452,3,31,1468
31453,3,31,311
31454,3,31,7336
31455,3,31,2658
31456,3,31,250
31457,3,31,0
31458,3,31,260
43384,3,31,558
43385,3,31,235
43386,3,31,288
43387,3,31,6036
43388,3,31,1393
43389,3,31,1666
31459,4,1,392
31460,4,1,274
31461,4,1,45
31462,4,1,-121
31463,4,1,10469
31464,4,1,250
31465,4,1,688
31466,4,1,1035
31467,4,1,250
31468,4,1,184
31469,4,1,285
31470,4,1,442
31471,4,1,398
31472,4,1,172
31473,4,1,0
31474,4,1,1180
31475,4,1,1743
31476,4,1,507
31477,4,1,393
31478,4,1,5780
31479,4,1,1004
31480,4,1,0
31481,4,1,10
31482,4,1,-39
31483,4,1,926
31484,4,1,686
31485,4,1,1924
31486,4,1,1256
31487,4,1,396
31488,4,1,0
31489,4,1,315
31490,4,1,20727
31491,4,1,2422
31492,4,1,779
31493,4,1,2070
31494,4,1,457
31495,4,1,13408
43390,4,1,3
43391,4,1,0
43392,4,1,0
43393,4,1,81204
43394,4,1,5236
43395,4,1,234
43396,4,1,2466
43397,4,1,7628
43398,4,1,1348
43399,4,1,7929
31496,4,2,5399
31497,4,2,1474
31498,4,2,480
31499,4,2,715
31500,4,2,753
31501,4,2,-220
31502,4,2,405
31503,4,2,182
31504,4,2,0
31505,4,2,3576
31506,4,2,471
31507,4,2,2772
31508,4,2,3161
31509,4,2,-2712
31510,4,2,722
31511,4,2,1683
31512,4,2,0
31513,4,2,4613
31514,4,2,1236
31515,4,2,165
31516,4,2,0
31517,4,2,508
31518,4,2,0
31519,4,2,0
31520,4,2,-30
31521,4,2,560
31522,4,2,1250
31523,4,2,403
31524,4,2,1342
31525,4,2,1
31526,4,2,1612
31527,4,2,161
31528,4,2,4099
31529,4,2,4348
31530,4,2,113
31531,4,2,4066
31532,4,2,233
31533,4,2,0
31534,4,2,705
31535,4,2,1409
31536,4,2,68
31537,4,2,1350
31538,4,2,663
31539,4,2,879
31540,4,2,738
31541,4,2,4629
31542,4,2,1283
31543,4,2,2643
31544,4,2,1631
31545,4,2,148
31546,4,3,193
31547,4,3,176
31548,4,3,489
31549,4,3,-421
31550,4,3,887
31551,4,3,136
31552,4,3,5417
31553,4,3,854
31554,4,3,0
31555,4,3,0
31556,4,3,414
31557,4,3,496
31558,4,3,2869
31559,4,3,1297
31560,4,3,3187
31561,4,3,695
31562,4,3,-60
31563,4,3,275
31564,4,3,530
31565,4,3,782
31566,4,3,3588
31567,4,3,3948
31568,4,3,517
31569,4,3,1292
31570,4,3,0
31571,4,3,657
31572,4,3,5005
31573,4,3,1150
31574,4,3,-41
31575,4,3,1756
31576,4,3,902
31577,4,3,1943
31578,4,3,824
31579,4,3,751
31580,4,3,101
31581,4,3,172
31582,4,3,211
31583,4,3,2249
31584,4,3,1636
31585,4,3,862
31586,4,3,3164
31587,4,3,666
31588,4,3,1613
31589,4,3,1136
31590,4,3,749
31591,4,3,4910
31592,4,3,523
31593,4,3,879
31594,4,3,-68
31595,4,3,4459
31596,4,3,-152
31597,4,3,387
31598,4,3,350
31599,4,3,2644
31600,4,3,612
31601,4,3,54
31602,4,3,-521
31603,4,3,10200
31604,4,3,3123
31605,4,3,596
31606,4,3,1335
31607,4,3,779
43400,4,5,70
43401,4,5,3079
43402,4,5,459
43403,4,5,118
43404,4,5,2102
43405,4,5,800
43406,4,5,15834
43407,4,5,2897
43408,4,5,394
43409,4,5,4126
43410,4,5,3842
43411,4,5,224
43412,4,5,9001
43413,4,5,5108
43414,4,5,961
43415,4,5,560
43416,4,5,102
43417,4,5,82
43418,4,5,2325
31608,4,6,101
31609,4,6,3953
31610,4,6,1729
31611,4,6,473
31612,4,6,20
31613,4,6,1070
31614,4,6,-547
31615,4,6,285
31616,4,6,4736
31617,4,6,2729
31618,4,6,968
31619,4,6,811
31620,4,6,382
31621,4,6,2030
31622,4,6,1684
31623,4,6,270
31624,4,6,1280
31625,4,6,-73
31626,4,6,127
31627,4,6,1997
31628,4,6,1804
31629,4,6,8666
31630,4,6,11891
31631,4,6,523
31632,4,6,2454
31633,4,6,12926
31634,4,6,7263
31635,4,6,266
31636,4,6,393
31637,4,6,1972
31638,4,6,1544
31639,4,6,4979
31640,4,6,146
31641,4,6,790
31642,4,6,694
31643,4,6,135
31644,4,6,2651
31645,4,6,0
31646,4,6,8262
31647,4,6,0
31648,4,6,1101
31649,4,6,796
31650,4,6,754
31651,4,6,10152
31652,4,6,545
31653,4,6,5553
31654,4,6,1062
31655,4,6,1144
31656,4,6,1184
31657,4,6,462
31658,4,6,948
31659,4,6,2133
31660,4,6,1207
31661,4,6,712
31662,4,6,3943
31663,4,6,1562
31664,4,6,574
31665,4,6,0
31666,4,6,647
31667,4,6,757
31668,4,6,2554
31669,4,6,270
31670,4,6,0
43419,4,6,377
43420,4,6,1088
43421,4,6,13107
43422,4,6,562
43423,4,6,8304
43424,4,6,718
43425,4,6,230
43426,4,6,1119
43427,4,6,-67
31671,4,7,2734
31672,4,7,297
31673,4,7,714
31674,4,7,3713
31675,4,7,271
31676,4,7,2012
31677,4,7,3676
31678,4,7,349
31679,4,7,561
31680,4,7,744
31681,4,7,1198
31682,4,7,2185
31683,4,7,387
31684,4,7,823
31685,4,7,902
31686,4,7,663
31687,4,7,3508
31688,4,7,39
31689,4,7,1588
31690,4,7,625
31691,4,7,963
31692,4,7,0
31693,4,7,355
31694,4,7,706
31695,4,7,1912
31696,4,7,11767
31697,4,7,2591
31698,4,7,903
31699,4,7,0
31700,4,7,138
31701,4,7,3740
31702,4,7,817
31703,4,7,897
31704,4,7,0
31705,4,7,53
31706,4,7,2290
31707,4,7,167
31708,4,7,522
31709,4,7,1457
31710,4,7,1859
31711,4,7,2531
31712,4,7,283
31713,4,7,1716
31714,4,7,1601
31715,4,7,1174
31716,4,7,167
31717,4,7,446
31718,4,7,2068
31719,4,7,1232
31720,4,7,581
31721,4,7,665
31722,4,7,5076
31723,4,7,951
31724,4,7,0
31725,4,7,1064
31726,4,7,1130
31727,4,7,714
31728,4,7,4990
31729,4,7,0
31730,4,7,922
31731,4,7,5
31732,4,7,1342
31733,4,7,1746
31734,4,7,416
31735,4,7,356
31736,4,7,2320
31737,4,7,8860
31738,4,7,82
31739,4,7,735
31740,4,7,17441
31741,4,7,1885
31742,4,7,728
31743,4,7,5
31744,4,7,3568
31745,4,7,2484
31746,4,7,4787
31747,4,7,600
31748,4,7,1617
31749,4,7,-210
31750,4,7,428
31751,4,7,984
31752,4,7,732
31753,4,7,351
31754,4,7,5521
31755,4,8,8623
31756,4,8,317
31757,4,8,446
31758,4,8,2847
31759,4,8,519
31760,4,8,1358
31761,4,8,0
31762,4,8,6994
31763,4,8,233
31764,4,8,1822
31765,4,8,16
31766,4,8,720
31767,4,8,3323
31768,4,8,5949
31769,4,8,524
31770,4,8,35
31771,4,8,20806
31772,4,8,126
31773,4,8,2926
31774,4,8,139
31775,4,8,78
31776,4,8,3687
31777,4,8,810
31778,4,8,458
31779,4,8,1993
31780,4,8,377
31781,4,8,941
31782,4,8,12159
31783,4,8,217
31784,4,8,4415
31785,4,8,522
31786,4,8,3404
31787,4,8,1094
31788,4,8,31
31789,4,8,303
31790,4,8,12039
31791,4,8,3234
31792,4,8,363
31793,4,8,2310
31794,4,8,11555
31795,4,8,1759
31796,4,8,821
31797,4,8,2693
31798,4,8,11
31799,4,8,1443
31800,4,8,2726
31801,4,8,21
31802,4,8,4661
31803,4,8,128
31804,4,8,259
31805,4,8,1204
31806,4,8,1287
31807,4,8,1781
31808,4,8,419
31809,4,8,209
31810,4,8,1048
31811,4,8,3415
31812,4,8,12
31813,4,8,-97
31814,4,8,2000
31815,4,8,1951
31816,4,8,227
31817,4,8,189
31818,4,8,1389
31819,4,8,318
31820,4,8,5
31821,4,8,5043
31822,4,8,4726
31823,4,8,562
31824,4,8,1807
31825,4,8,1234
31826,4,8,654
31827,4,8,1725
31828,4,8,655
31829,4,8,964
31830,4,8,370
31831,4,8,423
31832,4,8,24
31833,4,8,271
31834,4,8,2544
31835,4,8,1521
31836,4,8,702
31837,4,8,2614
31838,4,8,1832
31839,4,8,1268
31840,4,8,536
31841,4,8,1063
31842,4,8,223
31843,4,8,1088
31844,4,8,3168
31845,4,8,745
31846,4,8,1293
31847,4,8,352
31848,4,8,523
31849,4,8,1377
31850,4,8,2580
31851,4,8,562
31852,4,8,314
31853,4,8,357
31854,4,8,248
31855,4,8,1057
31856,4,8,206
31857,4,8,23
31858,4,8,1420
43428,4,8,0
43429,4,8,3848
43430,4,8,9
43431,4,8,1389
43432,4,8,4389
43433,4,8,3696
31859,4,9,5253
31860,4,9,13849
31861,4,9,344
31862,4,9,331
31863,4,9,1704
31864,4,9,546
31865,4,9,3315
31866,4,9,507
31867,4,9,2730
31868,4,9,3286
31869,4,9,1412
31870,4,9,766
31871,4,9,803
31872,4,9,781
31873,4,9,1090
31874,4,9,159
31875,4,9,2038
31876,4,9,272
31877,4,9,719
31878,4,9,155
31879,4,9,-329
31880,4,9,6533
31881,4,9,254
31882,4,9,958
31883,4,9,909
31884,4,9,1451
31885,4,9,1773
31886,4,9,2892
31887,4,9,247
31888,4,9,0
31889,4,9,817
31890,4,9,314
31891,4,9,393
31892,4,9,438
31893,4,9,159
31894,4,9,1198
31895,4,9,63
31896,4,9,3268
31897,4,9,488
31898,4,9,5131
31899,4,9,25
31900,4,9,275
31901,4,9,0
31902,4,9,3186
31903,4,9,898
31904,4,9,2126
31905,4,9,0
31906,4,9,271
31907,4,9,1012
31908,4,9,-312
31909,4,9,1261
31910,4,9,177
31911,4,9,1315
31912,4,9,664
31913,4,9,2408
31914,4,9,332
31915,4,9,1235
31916,4,9,900
31917,4,9,2647
31918,4,9,399
31919,4,9,695
31920,4,9,1819
31921,4,9,501
31922,4,9,0
31923,4,9,0
31924,4,9,2544
31925,4,9,3658
31926,4,9,987
31927,4,9,1590
31928,4,9,3323
31929,4,9,-318
31930,4,9,1074
31931,4,9,1554
31932,4,9,1847
31933,4,9,-898
31934,4,9,759
31935,4,9,404
31936,4,9,565
31937,4,9,899
31938,4,9,952
31939,4,9,229
31940,4,9,5396
31941,4,9,443
31942,4,9,7962
31943,4,9,569
31944,4,9,1161
43434,4,12,579
43435,4,12,12264
43436,4,12,2398
43437,4,12,3289
43438,4,12,0
43439,4,12,218
43440,4,12,7111
43441,4,12,658
43442,4,12,1646
43443,4,12,502
43444,4,12,1327
43445,4,12,2109
43446,4,12,3104
43447,4,12,10596
43448,4,12,293
43449,4,12,2917
43450,4,12,5083
43451,4,12,2201
43452,4,12,1992
43453,4,12,484
43454,4,12,1229
43455,4,12,147
43456,4,12,129
31945,4,13,0
31946,4,13,1539
31947,4,13,1
31948,4,13,1548
31949,4,13,2901
31950,4,13,18
31951,4,13,327
31952,4,13,678
31953,4,13,-56
31954,4,13,1068
31955,4,13,96
31956,4,13,2556
31957,4,13,1499
31958,4,13,837
31959,4,13,1418
31960,4,13,110
31961,4,13,8180
31962,4,13,1406
31963,4,13,21
31964,4,13,0
31965,4,13,59
31966,4,13,946
31967,4,13,252
31968,4,13,8982
31969,4,13,357
31970,4,13,1716
31971,4,13,3834
31972,4,13,464
31973,4,13,1288
31974,4,13,2355
31975,4,13,1663
31976,4,13,7735
31977,4,13,816
31978,4,13,695
31979,4,13,-961
31980,4,13,3090
31981,4,13,190
31982,4,13,1116
31983,4,13,201
31984,4,13,3752
31985,4,13,2103
31986,4,13,290
31987,4,13,1599
31988,4,13,925
31989,4,13,5110
31990,4,13,5087
31991,4,13,5467
31992,4,13,1293
31993,4,13,515
31994,4,13,-194
31995,4,13,2765
31996,4,13,-3
31997,4,13,897
31998,4,13,631
31999,4,13,215
32000,4,13,84
32001,4,13,999
32002,4,13,543
32003,4,13,587
32004,4,13,150
32005,4,13,1367
32006,4,13,1772
32007,4,13,-93
43457,4,13,499
43458,4,13,6
43459,4,13,197
43460,4,13,3779
43461,4,13,0
43462,4,13,1857
43463,4,13,2016
43464,4,13,436
43465,4,13,11766
43466,4,13,413
43467,4,13,670
43468,4,13,116
43469,4,13,4599
43470,4,13,62
43471,4,13,107
32008,4,14,5271
32009,4,14,1861
32010,4,14,1318
32011,4,14,91
32012,4,14,410
32013,4,14,11066
32014,4,14,139
32015,4,14,52
32016,4,14,863
32017,4,14,554
32018,4,14,758
32019,4,14,318
32020,4,14,120
32021,4,14,1450
32022,4,14,1405
32023,4,14,703
32024,4,14,-456
32025,4,14,13669
32026,4,14,237
32027,4,14,15485
32028,4,14,0
32029,4,14,0
32030,4,14,1765
32031,4,14,2080
32032,4,14,2140
32033,4,14,5445
32034,4,14,609
32035,4,14,2646
32036,4,14,1641
32037,4,14,572
32038,4,14,107
32039,4,14,765
32040,4,14,474
32041,4,14,3473
32042,4,14,3136
32043,4,14,180
32044,4,14,4394
32045,4,14,102
32046,4,14,-253
32047,4,14,690
32048,4,14,5251
32049,4,14,0
32050,4,14,0
32051,4,14,2
32052,4,14,1159
32053,4,14,766
32054,4,14,1287
32055,4,14,1084
32056,4,14,702
32057,4,14,10005
32058,4,14,6
32059,4,14,1175
32060,4,14,0
32061,4,14,2731
32062,4,14,2173
32063,4,14,1012
32064,4,14,105
32065,4,14,448
32066,4,14,106
32067,4,14,1254
32068,4,14,4659
32069,4,14,1528
32070,4,14,47
32071,4,14,489
32072,4,14,330
32073,4,14,6662
32074,4,14,2628
32075,4,14,867
32076,4,14,731
32077,4,14,2273
32078,4,14,574
32079,4,14,395
32080,4,14,926
32081,4,14,7685
32082,4,14,3931
32083,4,14,1111
32084,4,14,325
32085,4,14,2374
32086,4,14,549
32087,4,14,0
32088,4,14,25
32089,4,14,2235
32090,4,14,6101
32091,4,14,1311
32092,4,14,852
32093,4,14,681
32094,4,14,1877
32095,4,14,2384
32096,4,14,875
43472,4,14,497
43473,4,14,2557
43474,4,14,1310
43475,4,14,2646
32097,4,15,2904
32098,4,15,877
32099,4,15,587
32100,4,15,1944
32101,4,15,0
32102,4,15,205
32103,4,15,-145
32104,4,15,5250
32105,4,15,0
32106,4,15,2557
32107,4,15,421
32108,4,15,381
32109,4,15,726
32110,4,15,275
32111,4,15,1129
32112,4,15,2149
32113,4,15,1062
32114,4,15,1271
32115,4,15,292
32116,4,15,4
32117,4,15,336
32118,4,15,0
32119,4,15,1515
32120,4,15,1836
32121,4,15,238
32122,4,15,46
32123,4,15,4105
32124,4,15,-55
32125,4,15,674
32126,4,15,3915
32127,4,15,1738
32128,4,15,543
32129,4,15,12048
32130,4,15,8112
32131,4,15,4020
32132,4,15,744
32133,4,15,11387
32134,4,15,-292
32135,4,15,215
32136,4,15,342
32137,4,15,1131
32138,4,15,1160
32139,4,15,293
32140,4,15,194
32141,4,15,855
32142,4,15,1636
32143,4,15,0
32144,4,15,491
32145,4,15,202
32146,4,15,180
32147,4,15,217
32148,4,15,133
32149,4,15,0
32150,4,15,152
32151,4,15,2173
32152,4,15,649
32153,4,15,853
32154,4,15,5698
32155,4,15,2689
32156,4,15,1344
32157,4,15,897
32158,4,15,8381
32159,4,15,205
32160,4,15,1411
32161,4,15,11174
32162,4,15,3612
32163,4,15,2745
32164,4,15,2581
32165,4,15,0
32166,4,15,2290
32167,4,15,439
32168,4,15,2656
32169,4,15,626
32170,4,15,3302
32171,4,15,3981
32172,4,15,2397
32173,4,15,388
32174,4,15,430
32175,4,15,254
32176,4,15,484
32177,4,15,0
32178,4,15,4581
32179,4,15,6158
32180,4,15,444
32181,4,15,-613
32182,4,15,3649
32183,4,15,21446
32184,4,15,677
32185,4,15,1683
32186,4,15,407
32187,4,15,2660
32188,4,15,985
32189,4,15,1393
32190,4,15,876
32191,4,15,837
32192,4,15,3498
43476,4,15,1178
43477,4,15,3771
43478,4,15,1066
43479,4,15,469
43480,4,15,1
43481,4,15,232
43482,4,15,1177
43483,4,15,603
43484,4,15,736
43485,4,15,1515
43486,4,15,2321
43487,4,15,129
32193,4,16,2317
32194,4,16,1801
32195,4,16,937
32196,4,16,26
32197,4,16,281
32198,4,16,893
32199,4,16,-53
32200,4,16,2337
32201,4,16,1397
32202,4,16,1762
32203,4,16,0
32204,4,16,4269
32205,4,16,760
32206,4,16,453
32207,4,16,202
32208,4,16,1232
32209,4,16,2189
32210,4,16,23663
32211,4,16,2301
32212,4,16,158
32213,4,16,1350
32214,4,16,1306
32215,4,16,309
32216,4,16,589
32217,4,16,382
32218,4,16,1597
32219,4,16,-464
32220,4,16,5041
32221,4,16,486
32222,4,16,985
32223,4,16,665
32224,4,16,577
32225,4,16,624
32226,4,16,666
32227,4,16,467
32228,4,16,2553
32229,4,16,63
32230,4,16,-665
32231,4,16,352
32232,4,16,5542
32233,4,16,979
32234,4,16,2530
32235,4,16,-670
32236,4,16,1209
32237,4,16,244
32238,4,16,345
32239,4,16,937
32240,4,16,3102
32241,4,16,2110
32242,4,16,13654
32243,4,16,8195
32244,4,16,1933
32245,4,16,359
32246,4,16,3469
32247,4,16,825
32248,4,16,267
32249,4,16,1063
32250,4,16,1158
32251,4,16,290
32252,4,16,726
32253,4,16,-54
32254,4,16,2669
32255,4,16,778
32256,4,16,1981
32257,4,16,8311
32258,4,16,-101
32259,4,16,904
32260,4,16,200
32261,4,16,525
32262,4,16,1762
32263,4,16,1957
32264,4,16,816
32265,4,16,423
32266,4,16,81
32267,4,16,322
32268,4,16,94
32269,4,16,2687
32270,4,16,6483
32271,4,16,-1
32272,4,16,1123
32273,4,16,545
32274,4,16,431
32275,4,16,525
32276,4,16,3480
32277,4,16,-17
32278,4,16,2964
32279,4,16,-251
32280,4,16,504
32281,4,16,183
32282,4,16,2284
32283,4,16,2523
32284,4,16,10045
32285,4,16,327
32286,4,16,1300
32287,4,16,96
32288,4,16,3
32289,4,16,1078
32290,4,16,1534
32291,4,16,0
32292,4,16,736
32293,4,16,1354
32294,4,16,887
32295,4,16,302
32296,4,16,2416
32297,4,16,3751
32298,4,16,146
32299,4,16,1592
32300,4,16,485
32301,4,16,0
32302,4,16,691
32303,4,16,0
32304,4,16,2774
32305,4,16,424
32306,4,16,952
32307,4,16,111
32308,4,16,9
32309,4,16,0
32310,4,16,207
32311,4,16,1375
32312,4,16,294
32313,4,16,1004
32314,4,16,1414
32315,4,16,543
32316,4,16,795
32317,4,16,1550
32318,4,16,824
32319,4,16,1144
32320,4,16,1576
32321,4,16,3771
32322,4,16,2441
32323,4,16,934
32324,4,16,1598
32325,4,16,445
32326,4,16,68
32327,4,16,31
32328,4,16,528
32329,4,16,1205
32330,4,16,753
32331,4,16,2121
32332,4,16,741
32333,4,16,2171
32334,4,16,0
32335,4,16,770
32336,4,16,1428
32337,4,16,26
32338,4,16,268
32339,4,16,4319
32340,4,16,26
32341,4,16,8238
32342,4,16,855
32343,4,16,0
32344,4,16,854
32345,4,16,644
32346,4,16,614
32347,4,16,818
32348,4,16,274
32349,4,16,214
32350,4,16,3170
32351,4,16,-932
32352,4,16,198
32353,4,16,430
32354,4,16,212
32355,4,16,1681
32356,4,16,3512
32357,4,16,240
32358,4,16,9610
32359,4,16,180
32360,4,16,51
32361,4,16,-2
32362,4,16,297
32363,4,16,1019
32364,4,16,2511
32365,4,16,519
32366,4,16,2519
32367,4,16,300
32368,4,16,281
32369,4,16,4788
32370,4,16,-197
32371,4,16,783
32372,4,16,736
32373,4,16,0
32374,4,16,5012
32375,4,16,470
32376,4,16,1138
32377,4,16,113
32378,4,16,669
32379,4,16,1790
32380,4,16,1154
32381,4,16,2848
32382,4,16,319
32383,4,16,-277
32384,4,16,2422
32385,4,16,951
32386,4,16,109
32387,4,16,560
32388,4,16,4596
32389,4,16,0
32390,4,16,60
32391,4,16,1273
32392,4,16,5
32393,4,16,6
32394,4,16,35
32395,4,16,1473
32396,4,16,2084
32397,4,16,1027
32398,4,16,6627
32399,4,16,1036
32400,4,16,918
32401,4,16,2015
32402,4,16,1216
32403,4,16,2366
32404,4,16,301
32405,4,16,183
32406,4,16,1167
32407,4,16,-367
32408,4,16,828
32409,4,16,-214
32410,4,16,601
32411,4,16,695
32412,4,16,4137
32413,4,16,617
32414,4,16,516
32415,4,16,3350
32416,4,16,3703
32417,4,16,5511
32418,4,16,-692
32419,4,16,124
32420,4,16,395
32421,4,16,392
32422,4,16,4457
32423,4,16,411
32424,4,16,3994
32425,4,16,4582
32426,4,16,611
32427,4,16,1121
32428,4,16,1524
32429,4,16,1617
32430,4,16,866
32431,4,16,2140
32432,4,16,431
32433,4,16,469
32434,4,16,0
32435,4,16,2958
32436,4,16,67
32437,4,16,639
32438,4,16,630
32439,4,16,0
32440,4,16,2720
32441,4,16,0
32442,4,16,14
32443,4,16,1943
32444,4,16,433
32445,4,16,12
32446,4,16,0
32447,4,16,525
32448,4,16,160
32449,4,16,284
32450,4,16,-76
32451,4,16,639
32452,4,16,52
32453,4,16,734
32454,4,16,245
32455,4,16,75
32456,4,16,818
32457,4,16,1906
32458,4,16,57
32459,4,16,2415
32460,4,16,241
32461,4,16,1423
32462,4,16,932
32463,4,16,844
32464,4,16,750
32465,4,16,38
32466,4,16,1319
32467,4,16,117
32468,4,16,126
32469,4,16,180
32470,4,16,0
32471,4,16,471
32472,4,16,1312
43488,4,16,-115
43489,4,16,649
43490,4,16,104
43491,4,16,4
32473,4,17,5219
32474,4,17,7048
32475,4,17,125
32476,4,17,168
32477,4,17,1594
32478,4,17,208
32479,4,17,872
32480,4,17,8436
32481,4,17,44
32482,4,17,74
32483,4,17,660
32484,4,17,79
32485,4,17,148
32486,4,17,397
32487,4,17,346
32488,4,17,105
32489,4,17,525
32490,4,17,51
32491,4,17,-170
32492,4,17,110
32493,4,17,514
32494,4,17,1118
32495,4,17,1794
32496,4,17,121
32497,4,17,1111
32498,4,17,1940
32499,4,17,442
32500,4,17,191
32501,4,17,590
32502,4,17,933
32503,4,17,798
32504,4,17,2358
32505,4,17,3738
32506,4,17,1895
32507,4,17,459
32508,4,17,216
32509,4,17,-402
32510,4,17,279
32511,4,17,528
32512,4,17,232
32513,4,17,120
32514,4,17,781
32515,4,17,0
32516,4,17,788
32517,4,17,566
32518,4,17,264
32519,4,17,664
32520,4,17,2128
32521,4,17,98
32522,4,17,1134
32523,4,17,865
32524,4,17,127
32525,4,17,1790
32526,4,17,456
32527,4,17,616
32528,4,17,1399
32529,4,17,378
32530,4,17,450
32531,4,17,210
32532,4,17,493
32533,4,17,135
32534,4,17,489
32535,4,17,445
32536,4,17,510
32537,4,17,442
32538,4,17,90
32539,4,17,1226
32540,4,17,245
32541,4,17,181
32542,4,17,1536
32543,4,17,205
32544,4,17,359
32545,4,17,295
32546,4,17,249
32547,4,17,0
32548,4,17,703
32549,4,17,391
32550,4,17,7
32551,4,17,296
32552,4,17,5354
32553,4,17,63
32554,4,17,325
32555,4,17,263
32556,4,17,-402
32557,4,17,-779
32558,4,17,3242
32559,4,17,35
32560,4,17,3508
32561,4,17,512
32562,4,17,0
32563,4,17,0
32564,4,17,770
32565,4,17,1374
32566,4,17,568
32567,4,17,293
32568,4,17,-88
32569,4,17,1059
32570,4,17,-163
32571,4,17,202
32572,4,17,-181
32573,4,17,2595
32574,4,17,435
32575,4,17,-133
32576,4,17,8444
32577,4,17,288
32578,4,17,0
32579,4,17,1065
32580,4,17,-126
32581,4,17,-92
32582,4,17,32
32583,4,17,578
32584,4,17,9
32585,4,17,294
32586,4,17,670
32587,4,17,595
32588,4,17,948
32589,4,17,13546
32590,4,17,407
32591,4,17,561
32592,4,17,243
32593,4,17,658
32594,4,17,314
32595,4,17,372
32596,4,17,490
32597,4,17,971
32598,4,17,314
32599,4,17,-175
32600,4,17,375
32601,4,17,414
32602,4,17,6525
32603,4,17,329
32604,4,17,598
32605,4,17,289
32606,4,17,578
32607,4,17,48
32608,4,17,223
32609,4,17,264
32610,4,17,214
32611,4,17,551
32612,4,17,253
32613,4,17,-508
32614,4,17,543
32615,4,17,48
32616,4,17,-43
32617,4,17,1187
32618,4,17,16
32619,4,17,523
32620,4,17,306
32621,4,17,782
32622,4,17,329
32623,4,17,394
32624,4,17,104
32625,4,17,505
32626,4,17,793
32627,4,17,642
32628,4,17,457
32629,4,17,-113
32630,4,17,615
32631,4,17,302
32632,4,17,953
32633,4,17,3429
32634,4,17,1408
32635,4,17,1413
32636,4,17,247
32637,4,17,1776
32638,4,17,436
32639,4,17,1010
32640,4,17,2264
32641,4,17,195
32642,4,17,1143
32643,4,17,4795
32644,4,17,976
32645,4,17,190
32646,4,17,334
32647,4,17,398
32648,4,17,3975
32649,4,17,1641
32650,4,17,316
32651,4,17,2990
32652,4,17,1074
32653,4,17,2
32654,4,17,5
32655,4,17,-90
32656,4,17,172
32657,4,17,383
32658,4,17,887
32659,4,17,1558
32660,4,17,-7
32661,4,17,197
32662,4,17,580
32663,4,17,437
32664,4,17,228
32665,4,17,99
32666,4,17,747
32667,4,17,300
32668,4,17,21
32669,4,17,736
32670,4,17,675
32671,4,17,0
32672,4,17,9269
32673,4,17,1476
32674,4,17,722
32675,4,17,273
32676,4,17,275
32677,4,17,9
32678,4,17,3028
32679,4,17,985
32680,4,17,1912
32681,4,17,91
32682,4,17,426
32683,4,17,556
32684,4,17,271
32685,4,17,205
32686,4,17,-44
32687,4,17,225
32688,4,17,1222
32689,4,17,4515
32690,4,17,1096
32691,4,17,260
32692,4,17,825
32693,4,17,-317
32694,4,17,398
32695,4,17,408
32696,4,17,8295
32697,4,17,1272
32698,4,17,69
32699,4,17,3481
32700,4,17,5432
32701,4,17,0
32702,4,17,-6
32703,4,17,265
32704,4,17,2018
32705,4,17,2021
32706,4,17,578
32707,4,17,928
32708,4,17,185
32709,4,17,43
32710,4,17,1415
32711,4,17,2017
32712,4,17,93
32713,4,17,-3058
32714,4,17,-256
32715,4,17,1028
32716,4,17,229
32717,4,17,375
32718,4,17,382
32719,4,17,115
32720,4,17,1467
